genename	geneID	chr	strand	start	stop 0
Aldh1a1	NM_013467	chr19	+	20676471	20717952 41481
Ankrd1	NM_013468	chr19	-	36186454	36194330 7876
Anxa11	NM_013469	chr14	+	26661714	26706290 44576
Anxa3	NM_013470	chr5	+	97222417	97274987 52570
Anxa4	NM_013471	chr6	-	86686833	86743506 56673
Anxa6	NM_013472	chr11	-	54792463	54846916 54453
Anxa6	NM_001110211	chr11	-	54792463	54846916 54453
Anxa8	NM_013473	chr14	+	34899175	34913754 14579
Apoa2	NM_013474	chr1	+	173155184	173156510 1326
Apoh	NM_013475	chr11	+	108256610	108275710 19100
Ar	NM_013476	chrX	+	95345088	95512486 167398
Atp6v0d1	NM_013477	chr8	-	108048369	108089909 41540
Azgp1	NM_013478	chr5	+	138422748	138431460 8712
Bcl2l10	NM_013479	chr9	+	75195564	75199447 3883
Bop1	NM_013481	chr15	-	76283425	76307676 24251
Btk	NM_013482	chrX	-	131076879	131117679 40800
Btn1a1	NM_013483	chr13	-	23548861	23557777 8916
C2	NM_013484	chr17	-	34999546	35019022 19476
C9	NM_013485	chr15	+	6395332	6448476 53144
Cd2	NM_013486	chr3	-	101079830	101091862 12032
Cd3d	NM_013487	chr9	+	44789963	44794504 4541
Cd4	NM_013488	chr6	-	124814710	124838227 23517
Cd84	NM_013489	chr1	+	173770709	173820849 50140
Chka	NM_013490	chr19	+	3851835	3894367 42532
Clcn1	NM_013491	chr6	+	42236683	42264655 27972
Clu	NM_013492	chr14	+	66587319	66600382 13063
Cpe	NM_013494	chr8	-	67071348	67171852 100504
Cpt1a	NM_013495	chr19	+	3323348	3385733 62385
Crabp1	NM_013496	chr9	+	54612614	54620916 8302
Creb3	NM_013497	chr4	+	43575530	43579932 4402
Cr1l	NM_013499	chr1	-	196929981	196957754 27773
Hapln1	NM_013500	chr13	+	89680240	89751437 71197
Cryaa	NM_013501	chr17	+	31814889	31818669 3780
Ctbp1	NM_013502	chr5	-	33590371	33617573 27202
Drd5	NM_013503	chr5	+	38710747	38713549 2802
Dsc1	NM_013504	chr18	-	20243203	20273274 30071
Dsc2	NM_013505	chr18	-	20189298	20218006 28708
Eif4a2	NM_013506	chr16	+	23107551	23114205 6654
Eif4a2	NM_001123038	chr16	+	23107551	23114205 6654
Eif4a2	NM_001123037	chr16	+	23107551	23114205 6654
Elk3	NM_013508	chr10	-	92710160	92773904 63744
Eno2	NM_013509	chr6	-	124710072	124719527 9455
Epb4.1l2	NM_013511	chr10	+	25128177	25243320 115143
Epb4.1l4a	NM_013512	chr18	-	33955980	34166860 210880
Epb4.2	NM_013513	chr2	-	120843952	120862491 18539
Epb4.9	NM_013514	chr14	-	71003477	71029961 26484
Stom	NM_013515	chr2	-	35169509	35192496 22987
Ms4a2	NM_013516	chr19	-	11691682	11698133 6451
Fcer2a	NM_013517	chr8	-	3681736	3694174 12438
Fgf9	NM_013518	chr14	+	58691522	58729011 37489
Foxc2	NM_013519	chr8	+	123640070	123642794 2724
Flt3l	NM_013520	chr7	-	52386783	52391655 4872
Fpr1	NM_013521	chr17	-	18013434	18020903 7469
Frg1	NM_013522	chr8	-	42482818	42502442 19624
Fshr	NM_013523	chr17	-	89384291	89600015 215724
Fut7	NM_013524	chr2	+	25278803	25281891 3088
Gdf6	NM_013526	chr4	+	9771504	9789492 17988
Gdf7	NM_013527	chr12	-	8304723	8308760 4037
Gfpt1	NM_013528	chr6	+	86992840	87042201 49361
Gfpt2	NM_013529	chr11	+	49607680	49652115 44435
Gnb3	NM_013530	chr6	-	124784257	124790293 6036
Gnb4	NM_013531	chr3	-	32482449	32515444 32995
Lilrb4	NM_013532	chr10	+	51210780	51216417 5637
Gpr162	NM_013533	chr6	-	124808462	124813935 5473
Leprel2	NM_013534	chr6	-	124791112	124807705 16593
Grcc10	NM_013535	chr6	-	124689201	124691069 1868
Emg1	NM_013536	chr6	-	124654404	124662082 7678
Cdca3	NM_013538	chr6	+	124780257	124783716 3459
Spsb2	NM_013539	chr6	+	124758970	124760632 1662
Gria2	NM_013540	chr3	-	80488857	80606713 117856
Gria2	NM_001083806	chr3	-	80488857	80606713 117856
Gstp1	NM_013541	chr19	-	4035410	4037966 2556
Gzmb	NM_013542	chr14	-	56877694	56881097 3403
H2-Ke6	NM_013543	chr17	-	34162977	34165005 2028
H2-M10.1	NM_013544	chr17	-	36459804	36463099 3295
Ptpn6	NM_013545	chr6	-	124670735	124683133 12398
Hebp1	NM_013546	chr6	-	135087536	135118233 30697
Hgd	NM_013547	chr16	+	37580335	37632106 51771
Hmbs	NM_013551	chr9	-	44144430	44152281 7851
Hmmr	NM_013552	chr11	-	40515257	40546910 31653
Hoxc4	NM_013553	chr15	+	102864825	102867283 2458
Hoxd10	NM_013554	chr2	+	74530027	74533160 3133
Hoxd9	NM_013555	chr2	+	74535819	74538265 2446
Hprt1	NM_013556	chrX	+	50341283	50374837 33554
Eif2ak1	NM_013557	chr5	+	144578682	144663586 84904
Hspa1l	NM_013558	chr17	+	35109647	35116173 6526
Hsph1	NM_013559	chr5	-	150419419	150438908 19489
Hspb1	NM_013560	chr5	+	136363786	136365433 1647
Htr3a	NM_013561	chr9	-	48707317	48719204 11887
Htr3a	NM_001099644	chr9	-	48707317	48719204 11887
Ifrd1	NM_013562	chr12	-	40929716	40949772 20056
Il2rg	NM_013563	chrX	-	98459725	98463493 3768
Insl3	NM_013564	chr8	+	74213150	74214474 1324
Itga3	NM_013565	chr11	-	94905795	94938028 32233
Itgb7	NM_013566	chr15	-	102046425	102062337 15912
Kcna6	NM_013568	chr6	-	126686705	126690169 3464
Kcnh2	NM_013569	chr5	-	23825406	23857422 32016
Ksr1	NM_013571	chr11	-	78828302	78959856 131554
Ldhc	NM_013580	chr7	+	54116632	54133512 16880
Cog1	NM_013581	chr11	+	113510820	113523715 12895
Lhcgr	NM_013582	chr17	-	89140888	89191316 50428
Lifr	NM_013584	chr15	+	7090541	7147489 56948
Psmb9	NM_013585	chr17	-	34319043	34324275 5232
Loxl3	NM_013586	chr6	+	82984217	83002558 18341
Lrpap1	NM_013587	chr5	-	35434154	35448335 14181
Lrrc23	NM_013588	chr6	-	124719880	124729736 9856
Ltbp2	NM_013589	chr12	-	86124161	86217402 93241
Lyz1	NM_013590	chr10	-	116724852	116729924 5072
Madcam1	NM_013591	chr10	+	79127318	79131281 3963
Matn4	NM_013592	chr2	-	164215133	164230660 15527
Mb	NM_013593	chr15	-	76845916	76881098 35182
Mbd1	NM_013594	chr18	+	74427915	74442338 14423
Mbd3	NM_013595	chr10	-	79855285	79862181 6896
Mc5r	NM_013596	chr18	+	68497256	68499365 2109
Kitl	NM_013598	chr10	+	99478461	99563046 84585
Mmp9	NM_013599	chr2	+	164773750	164781346 7596
Msh5	NM_013600	chr17	-	35165549	35183539 17990
Msx2	NM_013601	chr13	-	53562249	53568096 5847
Mt1	NM_013602	chr8	+	96703096	96704224 1128
Mt3	NM_013603	chr8	+	96676643	96678031 1388
Mtx1	NM_013604	chr3	-	89013010	89017840 4830
Muc1	NM_013605	chr3	+	89032981	89037291 4310
Mx2	NM_013606	chr16	+	97757689	97782506 24817
Myh11	NM_013607	chr16	-	14194992	14291456 96464
Ngf	NM_013609	chr3	+	102273851	102324936 51085
Ngf	NM_001112698	chr3	+	102273851	102324936 51085
Ninj1	NM_013610	chr13	+	49282907	49291620 8713
Nodal	NM_013611	chr10	+	60881069	60887384 6315
Slc11a1	NM_013612	chr1	+	74421776	74432625 10849
Nr4a2	NM_013613	chr2	-	56959637	56967449 7812
Odc1	NM_013614	chr12	+	17551678	17558308 6630
Odf2	NM_013615	chr2	+	29745582	29778058 32476
Olfr65	NM_013616	chr7	+	111051970	111056050 4080
Olfr64	NM_013617	chr7	-	111041323	111042985 1662
Olfr67	NM_013619	chr7	-	110935725	110940344 4619
Olfr69	NM_013621	chr7	-	110915790	110920108 4318
Oprd1	NM_013622	chr4	-	131666640	131700401 33761
Orm3	NM_013623	chr4	+	63017195	63020545 3350
Otog	NM_013624	chr7	+	53496356	53566804 70448
Pafah1b1	NM_013625	chr11	-	74487456	74538196 50740
Pam	NM_013626	chr1	-	99717670	99992209 274539
Pax6	NM_013627	chr2	+	105516601	105537226 20625
Pcsk1	NM_013628	chr13	+	75227403	75269946 42543
Phtf1	NM_013629	chr3	+	103772273	103811414 39141
Pkd1	NM_013630	chr17	+	24686975	24733459 46484
Pklr	NM_013631	chr3	+	88940063	88950516 10453
Pnp1	NM_013632	chr14	+	51564204	51573087 8883
Pou5f1	NM_013633	chr17	+	35642955	35647722 4767
Med1	NM_013634	chr11	-	98014974	98054220 39246
Sypl	NM_013635	chr12	+	33638832	33661481 22649
Ppp1cc	NM_013636	chr5	+	122608339	122625278 16939
Prph	NM_013639	chr15	+	98885605	98889101 3496
Psmb10	NM_013640	chr8	-	108459663	108462044 2381
Ptger1	NM_013641	chr8	+	86190538	86194002 3464
Dusp1	NM_013642	chr17	-	26642535	26645417 2882
Ptpn5	NM_013643	chr7	-	54333171	54389054 55883
Pvalb	NM_013645	chr15	-	78021547	78034586 13039
Rora	NM_013646	chr9	+	68501599	69226835 725236
Rps16	NM_013647	chr7	+	29135707	29137717 2010
Rtn2	NM_013648	chr7	+	19868011	19881509 13498
Sf3a2	NM_013651	chr10	+	80261479	80267667 6188
Ccl4	NM_013652	chr11	+	83476085	83478185 2100
Ccl5	NM_013653	chr11	-	83339280	83344020 4740
Ccl7	NM_013654	chr11	+	81859215	81861025 1810
Cxcl12	NM_013655	chr6	+	117118580	117131385 12805
Cxcl12	NM_001012477	chr6	+	117118580	117131385 12805
Sema3c	NM_013657	chr5	+	17080633	17236085 155452
Sema4a	NM_013658	chr3	-	88239880	88259601 19721
Sema4b	NM_013659	chr7	+	87331765	87371410 39645
Sema4d	NM_013660	chr13	-	51796616	51889013 92397
Sema5b	NM_013661	chr16	+	35541447	35664344 122897
Sema6b	NM_013662	chr17	-	56262507	56273317 10810
Sfrs3	NM_013663	chr17	+	29169620	29180311 10691
Sh3gl1	NM_013664	chr17	-	56156172	56176025 19853
Shox2	NM_013665	chr3	-	66777190	66785689 8499
Slc22a2	NM_013667	chr17	+	12777054	12821354 44300
Jarid1c	NM_013668	chrX	+	148667764	148708897 41133
Snap91	NM_013669	chr9	-	86659238	86775306 116068
Snrpn	NM_013670	chr7	-	67127387	67149995 22608
Snrpn	NM_033174	chr7	-	67127387	67149995 22608
Sod2	NM_013671	chr17	+	13200704	13210985 10281
Sp1	NM_013672	chr15	+	102236737	102266835 30098
Sp100	NM_013673	chr1	+	87546624	87606023 59399
Irf4	NM_013674	chr13	+	30841128	30858796 17668
Spnb1	NM_013675	chr12	-	77681474	77811534 130060
Supt5h	NM_013676	chr7	-	29099914	29123765 23851
Surf1	NM_013677	chr2	-	26768897	26772137 3240
Surf2	NM_013678	chr2	+	26771909	26775690 3781
Svs6	NM_013679	chr2	+	164142486	164144186 1700
Syn1	NM_013680	chrX	-	20437636	20498044 60408
Syn1	NM_001110780	chrX	-	20437636	20498044 60408
Syn2	NM_013681	chr6	+	115084919	115226577 141658
T2	NM_013682	chr17	+	8589493	8615591 26098
Tap1	NM_013683	chr17	+	34324824	34333744 8920
Tbp	NM_013684	chr17	+	15636882	15654391 17509
Tcf4	NM_013685	chr18	+	69504177	69847621 343444
Tcp1	NM_013686	chr17	+	13109366	13117933 8567
Tcp11	NM_013687	chr17	-	28203691	28217553 13862
Tcte1	NM_013688	chr17	+	45660382	45679626 19244
Tek	NM_013690	chr4	+	94405980	94541630 135650
Thbs3	NM_013691	chr3	+	89019161	89030740 11579
Klf10	NM_013692	chr15	-	38224167	38230446 6279
Tnf	NM_013693	chr17	-	35336335	35338941 2606
Trhr	NM_013696	chr15	+	44027680	44067458 39778
Ttr	NM_013697	chr18	+	20823913	20832820 8907
Txk	NM_013698	chr5	-	73087216	73127744 40528
Usp5	NM_013700	chr6	-	124765036	124779462 14426
Ugt1a2	NM_013701	chr1	+	90097103	90116577 19474
Uncx	NM_013702	chr5	+	140019851	140024132 4281
Vldlr	NM_013703	chr19	+	27291921	27324110 32189
Zfp30	NM_013705	chr7	+	30569808	30579559 9751
Cd52	NM_013706	chr4	-	133649452	133650988 1536
Nr2e3	NM_013708	chr9	-	59790577	59797886 7309
Sh3yl1	NM_013709	chr12	+	31596534	31645014 48480
Fgd2	NM_013710	chr17	+	29497858	29516498 18640
Txnrd2	NM_013711	chr16	+	18426509	18479166 52657
Itgb1bp2	NM_013712	chrX	+	98644485	98648880 4395
Cops5	NM_013715	chr1	-	10014911	10028026 13115
G3bp1	NM_013716	chr11	+	55283253	55314389 31136
B9d1	NM_013717	chr11	+	61318702	61326429 7727
Trappc3	NM_013718	chr4	+	125939620	125953127 13507
Eif2ak4	NM_013719	chr2	+	118214352	118300969 86617
Mga	NM_013720	chr2	+	119723001	119795317 72316
Rpl7a	NM_013721	chr2	+	26766326	26768831 2505
Syn3	NM_013722	chr10	-	85518253	85961587 443334
Podxl	NM_013723	chr6	-	31469492	31513937 44445
Nrk	NM_013724	chrX	+	135449043	135542590 93547
Rps11	NM_013725	chr7	-	52377755	52379704 1949
Dbf4	NM_013726	chr5	-	8397010	8422698 25688
Azi2	NM_013727	chr9	+	117949611	117973025 23414
Mixl1	NM_013729	chr1	-	182623178	182627165 3987
Slamf1	NM_013730	chr1	+	173697262	173731315 34053
Sgk2	NM_013731	chr2	+	162813216	162839862 26646
Chaf1a	NM_013733	chr17	+	56179830	56207449 27619
Trp53bp1	NM_013735	chr2	-	121022464	121097115 74651
Tceb3	NM_013736	chr4	-	135559284	135577625 18341
Pla2g7	NM_013737	chr17	+	43705399	43749150 43751
Plek2	NM_013738	chr12	-	79989683	80007934 18251
Dok3	NM_013739	chr13	-	55624595	55629899 5304
Cars	NM_013742	chr7	-	150743609	150785915 42306
Pdk4	NM_013743	chr6	-	5433350	5446362 13012
Zfp354b	NM_013744	chr11	-	50735287	50745095 9808
Nufip1	NM_013745	chr14	+	76510697	76537186 26489
Plekhb1	NM_013746	chr7	-	107792409	107810879 18470
Golga5	NM_013747	chr12	+	103708119	103736117 27998
Clnk	NM_013748	chr5	-	39097698	39267932 170234
Tnfrsf12a	NM_013749	chr17	-	23812411	23814442 2031
Phlda3	NM_013750	chr1	+	137662746	137665711 2965
Hrasls	NM_013751	chr16	+	29209780	29230616 20836
Nbn	NM_013752	chr4	+	15885113	15919736 34623
X99384	NM_013753	chr10	-	60782404	60846271 63867
Insl6	NM_013754	chr19	-	29395843	29399821 3978
Gyg	NM_013755	chr3	-	20021969	20054950 32981
Defb3	NM_013756	chr8	+	19293360	19295339 1979
Sytl4	NM_013757	chrX	-	130470923	130516322 45399
Add3	NM_013758	chr19	+	53218486	53321577 103091
Sepx1	NM_013759	chr17	+	24873570	24879723 6153
Dnajb9	NM_013760	chr12	-	45306883	45311055 4172
Srr	NM_013761	chr11	-	74720297	74739179 18882
Rpl3	NM_013762	chr15	-	79908224	79913778 5554
Tbl2	NM_013763	chr5	+	135625604	135638532 12928
Dguok	NM_013764	chr6	-	83430210	83456895 26685
Rps26	NM_013765	chr10	-	128061591	128063304 1713
Prl3c1	NM_013766	chr13	+	27288527	27295618 7091
Csnk1e	NM_013767	chr15	-	79248281	79272487 24206
Prmt5	NM_013768	chr14	-	55126018	55136207 10189
Tjp3	NM_013769	chr10	-	80735944	80754012 18068
Slc25a10	NM_013770	chr11	+	120353224	120360480 7256
Yme1l1	NM_013771	chr2	+	23012038	23054156 42118
Tcl1b3	NM_013772	chr12	+	106429254	106433609 4355
Tcl1b1	NM_013773	chr12	+	106397913	106404835 6922
Tcl1b4	NM_013774	chr12	+	106440631	106445203 4572
Tcl1b2	NM_013775	chr12	+	106385242	106393435 8193
Tcl1b5	NM_013776	chr12	+	106414567	106419355 4788
Akr1c12	NM_013777	chr13	-	4267417	4278645 11228
Akr1c13	NM_013778	chr13	+	4190432	4204849 14417
Npas3	NM_013780	chr12	+	54349663	55173162 823499
Sh2d3c	NM_013781	chr2	+	32576591	32610514 33923
Ptdss2	NM_013782	chr7	+	148317277	148342053 24776
Mmel1	NM_013783	chr4	+	154243693	154269639 25946
Pign	NM_013784	chr1	-	107417716	107560250 142534
Ihpk1	NM_013785	chr9	+	107904954	107951113 46159
Hsd17b6	NM_013786	chr10	-	127427991	127444564 16573
Peg12	NM_013788	chr7	-	69606756	69609441 2685
Sergef	NM_013789	chr7	-	53698542	53895152 196610
Abcc5	NM_013790	chr16	-	20331376	20426467 95091
Mkln1	NM_013791	chr6	+	31348834	31459477 110643
Naglu	NM_013792	chr11	+	100931401	100938966 7565
Klra15	NM_013793	chr6	-	129922110	130330680 408570
Atp5l	NM_013795	chr9	-	44721351	44728786 7435
Nagpa	NM_013796	chr16	-	5195385	5204071 8686
Slco1a1	NM_013797	chr6	-	141856373	141895315 38942
Ate1	NM_013799	chr7	-	137535007	137663056 128049
Barx2	NM_013800	chr9	-	31653628	31720870 67242
Casr	NM_013803	chr16	-	36493781	36562220 68439
Cldn5	NM_013805	chr16	+	18776939	18778353 1414
Abcc2	NM_013806	chr19	+	43856797	43912708 55911
Plk3	NM_013807	chr4	-	116801259	116806557 5298
Csrp3	NM_013808	chr7	-	56085767	56099021 13254
Cyp2g1	NM_013809	chr7	+	27593945	27606216 12271
Dbnl	NM_013810	chr11	+	5688582	5700965 12383
Dnahc8	NM_013811	chr17	+	30763880	31012209 248329
Cdk2ap1	NM_013812	chr5	-	124795447	124804637 9190
Epb4.1l3	NM_013813	chr17	+	69506149	69639327 133178
Galnt1	NM_013814	chr18	+	24363941	24444135 80194
Baz1a	NM_013815	chr12	-	55993975	56087323 93348
Gtpbp1	NM_013818	chr15	+	79521371	79551909 30538
H2-M3	NM_013819	chr17	+	37407178	37411430 4252
Hk2	NM_013820	chr6	-	82675020	82724431 49411
Hsd3b6	NM_013821	chr3	-	98609426	98618366 8940
Jag1	NM_013822	chr2	-	136907193	136942067 34874
Kl	NM_013823	chr5	+	151755273	151796392 41119
Ly75	NM_013825	chr2	-	60131816	60221330 89514
Mtf2	NM_013827	chr5	+	108494750	108538021 43271
Plcb4	NM_013829	chr2	+	135567565	135838804 271239
Prpf4b	NM_013830	chr13	+	34967399	34994747 27348
Pstpip2	NM_013831	chr18	+	78033317	78121618 88301
Rasal1	NM_013832	chr5	+	121098830	121129602 30772
Rax	NM_013833	chr18	-	66094292	66098743 4451
Sfrp1	NM_013834	chr8	+	24521988	24560104 38116
Trove2	NM_013835	chr1	-	145597920	145624109 26189
Tpst1	NM_013837	chr5	+	130549195	130611599 62404
Trpc6	NM_013838	chr9	+	8544141	8680741 136600
Nr1h3	NM_013839	chr2	-	91024218	91035192 10974
Uxt	NM_013840	chrX	-	20528790	20539104 10314
Vps45	NM_013841	chr3	-	95803794	95862406 58612
Xbp1	NM_013842	chr11	+	5420986	5425875 4889
Zfp53	NM_013843	chr17	+	21625958	21647441 21483
Ror1	NM_013845	chr4	+	99768395	100115150 346755
Ror2	NM_013846	chr13	-	53204685	53381450 176765
Gcat	NM_013847	chr15	+	78861351	78868784 7433
Ermap	NM_013848	chr4	-	118848061	118862616 14555
Dusp13	NM_013849	chr14	-	22552617	22562101 9484
Abca7	NM_013850	chr10	+	79460359	79478317 17958
Abca8b	NM_013851	chr11	-	109795585	109857130 61545
Abcf3	NM_013852	chr16	+	20548726	20561676 12950
Abcf2	NM_013853	chr5	-	24071162	24083186 12024
Abcf1	NM_013854	chr17	-	36093763	36106709 12946
Znhit2	NM_013859	chr19	+	6061206	6062468 1262
Limd1	NM_013860	chr9	+	123387823	123430635 42812
Tpk1	NM_013861	chr6	-	43295005	43616209 321204
Rabgap1l	NM_013862	chr1	-	162187335	162722979 535644
Bag3	NM_013863	chr7	+	135667289	135690491 23202
Ndrg2	NM_013864	chr14	-	52524955	52532951 7996
Ndrg3	NM_013865	chr2	-	156753082	156817761 64679
Zfp385a	NM_013866	chr15	-	103144325	103170541 26216
Bcar3	NM_013867	chr3	+	122122697	122233100 110403
Hspb7	NM_013868	chr4	+	140976693	140981225 4532
Tnfrsf19	NM_013869	chr14	-	61582872	61665306 82434
Smtn	NM_013870	chr11	-	3417525	3439267 21742
Mapk12	NM_013871	chr15	-	88961013	88971103 10090
Pmm1	NM_013872	chr15	-	81781535	81791237 9702
Sult4a1	NM_013873	chr15	-	83906526	83936184 29658
Dpf1	NM_013874	chr7	+	30089023	30102605 13582
Pde7b	NM_013875	chr10	-	20119527	20444757 325230
Rnf11	NM_013876	chr4	-	109125461	109149093 23632
Cabp5	NM_013877	chr7	+	13983503	13994227 10724
Cabp2	NM_013878	chr19	+	4083489	4087339 3850
Cabp1	NM_013879	chr5	-	115618699	115636207 17508
Plcl2	NM_013880	chr17	+	50648741	50827795 179054
Ulk2	NM_013881	chr11	-	61589161	61668119 78958
Gtse1	NM_013882	chr15	+	85690406	85707003 16597
Scmh1	NM_013883	chr4	+	120078013	120202560 124547
Cspg5	NM_013884	chr9	+	110147954	110165080 17126
Clic4	NM_013885	chr4	-	134769884	134828627 58743
Hdgfrp3	NM_013886	chr7	-	89026141	89079287 53146
Opn4	NM_013887	chr14	-	35405528	35413328 7800
Dnajc12	NM_013888	chr10	+	62849403	62871569 22166
Zfp292	NM_013889	chr4	-	34750358	34830191 79833
Fbxw2	NM_013890	chr2	-	34660699	34681685 20986
Spdef	NM_013891	chr17	-	27851394	27865865 14471
Pcsk1n	NM_013892	chrX	+	7496998	7500361 3363
Reg3d	NM_013893	chr6	-	78325867	78328898 3031
Timm13	NM_013895	chr10	-	80362194	80363775 1581
Timm9	NM_013896	chr12	-	72224158	72237606 13448
Timm9	NM_001024854	chr12	-	72224158	72237606 13448
Timm9	NM_001024853	chr12	-	72224158	72237606 13448
Timm8b	NM_013897	chr9	+	50412005	50413425 1420
Timm8a1	NM_013898	chrX	-	131071796	131076168 4372
Timm10	NM_013899	chr2	+	84667211	84670370 3159
Mfi2	NM_013900	chr16	+	31878895	31899105 20210
Slc39a1	NM_013901	chr3	+	90052126	90057534 5408
Fkbp3	NM_013902	chr12	-	66163418	66174934 11516
Mmp20	NM_013903	chr9	+	7628230	7674968 46738
Hey2	NM_013904	chr10	-	30552164	30562589 10425
Heyl	NM_013905	chr4	+	122910798	122927113 16315
Adamts8	NM_013906	chr9	+	30750147	30770443 20296
Fbxw4	NM_013907	chr19	-	45652746	45734733 81987
Fbxw5	NM_013908	chr2	+	25356297	25360990 4693
Fbxl6	NM_013909	chr15	-	76366160	76369146 2986
Fbxl10	NM_013910	chr5	-	123320684	123350359 29675
Fbxl12	NM_013911	chr9	-	20442230	20447250 5020
Apln	NM_013912	chrX	-	45378322	45388029 9707
Angptl3	NM_013913	chr4	+	98697645	98704879 7234
Snai3	NM_013914	chr8	-	124978105	124984592 6487
Zfp238	NM_013915	chr1	+	179375951	179380897 4946
Pttg1	NM_013917	chr11	-	43233751	43239483 5732
Usp25	NM_013918	chr16	+	77014313	77117025 102712
Usp21	NM_013919	chr1	-	173212083	173218115 6032
Hnf4g	NM_013920	chr3	+	3508101	3657374 149273
Tmprss8	NM_013921	chr17	-	24109093	24112179 3086
Zfp354c	NM_013922	chr11	-	50624586	50641234 16648
Rnf19a	NM_013923	chr15	-	36169688	36212889 43201
Abt1	NM_013924	chr13	-	23510229	23515696 5467
Adat1	NM_013925	chr8	-	114490807	114516116 25309
Cbx8	NM_013926	chr11	-	118899749	118902227 2478
Cngb3	NM_013927	chr4	+	19207996	19437770 229774
Schip1	NM_013928	chr3	+	68376335	68430404 54069
Siva1	NM_013929	chr12	+	113883119	113887356 4237
Aass	NM_013930	chr6	-	23022169	23082974 60805
Mapk8ip3	NM_013931	chr17	-	25034498	25073922 39424
Ddx25	NM_013932	chr9	-	35349432	35366010 16578
Vapa	NM_013933	chr17	-	65929394	65962881 33487
Klra7	NM_014194	chr6	-	130168622	130181705 13083
Slc33a1	NM_015728	chr3	-	63746257	63768655 22398
Acox1	NM_015729	chr11	-	116033201	116060359 27158
Chrna4	NM_015730	chr2	-	180757015	180773882 16867
Atp9a	NM_015731	chr2	-	168459937	168567300 107363
Axin2	NM_015732	chr11	+	108781662	108812095 30433
Casp9	NM_015733	chr4	+	141349502	141371890 22388
Col5a1	NM_015734	chr2	+	27741935	27895030 153095
Ddb1	NM_015735	chr19	+	10680097	10704311 24214
Galnt3	NM_015736	chr2	-	65920822	65962836 42014
Galnt4	NM_015737	chr10	+	98570766	98575881 5115
Galr3	NM_015738	chr15	+	78872361	78873903 1542
Gbx1	NM_015739	chr5	-	24010243	24032666 22423
Bloc1s1	NM_015740	chr10	-	128356969	128360580 3611
Myo9b	NM_015742	chr8	+	73796619	73884611 87992
Myo9b	NM_001142322	chr8	+	73796619	73884611 87992
Myo9b	NM_001142323	chr8	+	73796619	73884611 87992
Nr4a3	NM_015743	chr4	+	48064103	48096224 32121
Enpp2	NM_015744	chr15	-	54670452	54751701 81249
Rbp3	NM_015745	chr14	+	34767207	34777402 10195
Slc20a1	NM_015747	chr2	+	129024537	129037345 12808
Slit1	NM_015748	chr19	-	41674748	41818346 143598
Tcn2	NM_015749	chr11	-	3817082	3832047 14965
Neu2	NM_015750	chr1	+	89491124	89494402 3278
Abce1	NM_015751	chr8	-	82207340	82235639 28299
Sufu	NM_015752	chr19	+	46471494	46561150 89656
Sufu	NM_001025391	chr19	+	46471494	46561150 89656
Zeb2	NM_015753	chr2	-	44839153	44968799 129646
Rbbp9	NM_015754	chr2	-	144368000	144376546 8546
Hunk	NM_015755	chr16	+	90386641	90499798 113157
Shroom3	NM_015756	chr5	+	93112460	93394785 282325
Fgd3	NM_015759	chr13	-	49358478	49404577 46099
Nox4	NM_015760	chr7	+	94395304	94547116 151812
Dos	NM_015761	chr10	-	79593178	79602098 8920
Greb1	NM_015764	chr12	-	16677420	16807692 130272
Hspa14	NM_015765	chr2	-	3406125	3430045 23920
Ebi3	NM_015766	chr17	+	56092045	56096445 4400
Ttpa	NM_015767	chr4	+	19935574	19957932 22358
Prok2	NM_015768	chr6	-	99661292	99676386 15094
Prok2	NM_001037539	chr6	-	99661292	99676386 15094
Ercc4	NM_015769	chr16	+	13109781	13148827 39046
a	NM_015770	chr2	+	154839305	154876748 37443
Lats2	NM_015771	chr14	-	58308498	58364960 56462
Sall2	NM_015772	chr14	-	52930855	52948345 17490
Spag6	NM_015773	chr16	-	16753108	16829387 76279
