genename	geneID	chr	strand	start	stop
Slc37a2	NM_020258	chr9	-	37036733	37063060
Hhip	NM_020259	chr8	-	82489749	82581907
Cdgap	NM_020260	chr16	-	38598455	38713148
Psg23	NM_020261	chr7	-	19191691	19201850
Zfp109	NM_020262	chr7	-	25012813	25022617
Cacna2d2	NM_020263	chr9	+	107302198	107431674
Svs7	NM_020264	chr9	-	35415173	35419470
Dkk2	NM_020265	chr3	+	131748264	131843268
Dnajb2	NM_020266	chr1	+	75233197	75242265
Trim44	NM_020267	chr2	-	102140275	102241057
Klk1b27	NM_020268	chr7	+	51307659	51312081
Scamp5	NM_020270	chr9	-	57289133	57315844
Pdxp	NM_020271	chr15	+	78744439	78749947
Pik3cg	NM_020272	chr12	-	32860500	32893335
Htr3b	NM_020274	chr9	-	48743112	48773095
Tnfrsf10b	NM_020275	chr14	+	70167287	70184218
Trpm5	NM_020277	chr7	-	150257433	150280547
Lgi1	NM_020278	chr19	+	38339271	38383429
Nqo2	NM_020282	chr13	+	34056619	34077516
B3galt1	NM_020283	chr2	+	67955784	67960747
Ctsr	NM_020284	chr13	-	61260575	61265549
Insm2	NM_020287	chr12	+	56699903	56703004
Olfr544	NM_020289	chr7	-	109632627	109633632
Olfr480	NM_020291	chr7	-	115209281	115210310
Cldn9	NM_020293	chr17	-	23819550	23820985
Lmbr1	NM_020295	chr5	-	29556341	29704930
Rbms1	NM_020296	chr2	-	60590009	60801261
Dolpp1	NM_020329	chr2	+	30247943	30256047
Adam21	NM_020330	chr12	-	82659570	82669461
Ank	NM_020332	chr15	+	27396420	27524662
Slc12a5	NM_020333	chr2	+	164793487	164825231
Sap30bp	NM_020483	chr11	+	115794976	115826848
Bcam	NM_020486	chr7	-	20341486	20355860
Prss21	NM_020487	chr17	+	24005038	24010079
Gabrq	NM_020488	chrX	+	70070774	70083883
Ltb4r2	NM_020490	chr14	+	56380760	56381843
Sssca1	NM_020491	chr19	-	5730305	5731727
Glra1	NM_020492	chr11	-	55328314	55421292
Srf	NM_020493	chr17	-	46683787	46693146
Ddx24	NM_020494	chr12	-	104646192	104663982
Slco1b2	NM_020495	chr6	+	141578038	141635156
Tbx20	NM_020496	chr9	-	24544691	24578746
Zfp276	NM_020497	chr8	+	125778168	125794451
Ly6i	NM_020498	chr15	-	74810331	74813782
Tas2r119	NM_020503	chr15	+	32107043	32108049
Cldn13	NM_020504	chr5	-	135390119	135391396
Vav3	NM_020505	chr3	+	109143687	109488612
Xpo4	NM_020506	chr14	-	58201107	58283767
Tob2	NM_020507	chr15	-	81678699	81688703
Brd4	NM_020508	chr17	-	32333219	32421054
Retnla	NM_020509	chr16	+	48842628	48844574
Fzd2	NM_020510	chr11	+	102465699	102469372
Olfr1508	NM_020513	chr14	-	53082395	53087136
Slc16a8	NM_020516	chr15	-	79081445	79085178
Vsig2	NM_020518	chr9	+	37346839	37351790
Slurp1	NM_020519	chr15	-	74557073	74558456
Slc25a20	NM_020520	chr9	+	108564467	108586972
Cmpk2	NM_020557	chr12	+	27154079	27164702
C1d	NM_020558	chr11	+	17157630	17169179
Alas1	NM_020559	chr9	-	106135785	106150198
Mrps31	NM_020560	chr8	+	23521893	23539949
Smpdl3a	NM_020561	chr10	+	57514349	57531636
Apbh	NM_020563	chr7	-	32075537	32076835
Sult5a1	NM_020564	chr8	-	125666746	125682180
Sult3a1	NM_020565	chr10	+	33577527	33599281
Dnajc4	NM_020566	chr19	-	7062400	7066762
Gmnn	NM_020567	chr13	-	24843713	24853799
S3-12	NM_020568	chr17	-	56240013	56249225
Park7	NM_020569	chr4	-	150271241	150283959
Xrcc2	NM_020570	chr5	-	25195633	25211663
Aurkc	NM_020572	chr7	+	6948095	6955802
Aurkc	NM_001080966	chr7	+	6948095	6955802
Aurkc	NM_001080965	chr7	+	6948095	6955802
Kcne3	NM_020574	chr7	+	107327206	107333374
March7	NM_020575	chr2	+	60047983	60086442
Psors1c2	NM_020576	chr17	+	35670213	35671590
As3mt	NM_020577	chr19	+	46781932	46815585
Ehd3	NM_020578	chr17	+	74154133	74181433
B4galt3	NM_020579	chr1	+	173200512	173207026
Th1l	NM_020580	chr2	+	174241371	174253003
Angptl4	NM_020581	chr17	-	33911844	33918452
Atp5j2	NM_020582	chr5	-	145944574	145952365
Isg20	NM_020583	chr7	+	86058650	86065282
Terf2ip	NM_020584	chr8	+	114535314	114544428
Herpud2	NM_020586	chr9	-	24912574	24956277
Sfrs4	NM_020587	chr4	+	131429553	131457640
Zfp467	NM_020589	chr6	-	48386611	48395824
Gabarapl1	NM_020590	chr6	+	129483292	129492349
Fbxo3	NM_020593	chr2	+	103867955	103895284
Zc3h8	NM_020594	chr2	-	128752003	128769702
Otor	NM_020595	chr2	+	142904227	142907435
Egr4	NM_020596	chr6	-	85461115	85463536
Msmb	NM_020597	chr14	+	32955240	32971512
Rlbp1	NM_020599	chr7	-	86519756	86529671
Rps14	NM_020600	chr18	+	60934303	60938198
Tbl1x	NM_020601	chrX	+	74756565	74905604
Wdr46	NM_020603	chr17	+	34077637	34086640
Jph1	NM_020604	chr1	-	16987544	17087978
Jph3	NM_020605	chr8	+	124254462	124314721
Parva	NM_020606	chr7	+	119571219	119735202
Cramp1l	NM_020608	chr17	-	25098170	25152175
Nrip3	NM_020610	chr7	-	116901569	116925059
Srd5a3	NM_020611	chr5	+	76569301	76584496
Taf1b	NM_020614	chr12	+	25183464	25243229
Atp5c1	NM_020615	chr2	-	9977658	10002041
Atp5c1	NM_001112738	chr2	-	9977658	10002041
D930014E17Rik	NM_020616	chr7	+	116847303	116855695
Smarce1	NM_020618	chr11	-	99070361	99092261
Gcs1	NM_020619	chr6	+	83065498	83068892
P2ry4	NM_020621	chrX	-	97785492	97790208
Fam3b	NM_020622	chr16	-	97692692	97726543
Pth	NM_020623	chr7	-	120529089	120532087
Zbtb22	NM_020625	chr17	+	34053117	34056270
Tmem27	NM_020626	chrX	+	160528118	160556791
Abcb11	NM_021022	chr2	-	69076338	69180673
Tk2	NM_021028	chr8	-	106750600	106772433
Cftr	NM_021050	chr6	+	18120686	18272769
Slc46a2	NM_021053	chr4	-	59917997	59927883
Kit	NM_021099	chr5	+	75971019	76052746
Fabp7	NM_021272	chr10	+	57504728	57508256
Ckb	NM_021273	chr12	-	112907571	112910479
Cxcl10	NM_021274	chr5	-	92775666	92777880
Kcna4	NM_021275	chr2	+	107130810	107138659
Tmsb4x	NM_021278	chrX	-	163645025	163647093
Wnt1	NM_021279	chr15	+	98620287	98624261
Plcg1	NM_021280	chr2	+	160557023	160601496
Ctss	NM_021281	chr3	+	95330707	95360325
Cyp2e1	NM_021282	chr7	+	147949730	147960876
Il4	NM_021283	chr11	-	53425969	53432167
Kras	NM_021284	chr6	-	145165226	145198770
Myl1	NM_021285	chr1	-	66970869	66991630
Sez6	NM_021286	chr11	+	77744511	77792544
Spnb3	NM_021287	chr19	+	4711222	4752352
Tyms	NM_021288	chr5	-	30385366	30400087
Smr2	NM_021289	chr5	+	88515580	88538078
Slc7a9	NM_021291	chr7	+	36234197	36251018
Evc	NM_021292	chr5	-	37690411	37728103
Dbil5	NM_021294	chr11	+	76031114	76032167
Lancl1	NM_021295	chr1	-	67047090	67085403
Grpel2	NM_021296	chr18	-	61872077	61885908
Tlr4	NM_021297	chr4	+	66488844	66503830
Ak3	NM_021299	chr19	-	29095321	29122392
Rhox4b	NM_021300	chrX	+	34847000	34851785
Slc15a2	NM_021301	chr16	-	36750280	36785048
Stk32c	NM_021302	chr7	-	146289537	146374372
Abhd1	NM_021304	chr5	+	31252478	31257464
Sec61a2	NM_021305	chr2	-	5792032	5816380
Ecel1	NM_021306	chr1	-	89044229	89051602
Zfp112	NM_021307	chr7	+	24897409	24912971
Piwil2	NM_021308	chr14	-	70772286	70828901
Sh2d2a	NM_021309	chr3	+	87650676	87656693
Jmy	NM_021310	chr13	-	94204156	94269722
Piwil1	NM_021311	chr5	+	129242120	129261349
Wdr12	NM_021312	chr1	-	60133711	60154722
Rnf25	NM_021313	chr1	-	74640325	74647955
Tacc2	NM_021314	chr7	+	137836083	137908298
Noc3l	NM_021315	chr19	-	38862617	38893697
Cend1	NM_021316	chr7	-	148612349	148615297
Dnajb7	NM_021317	chr15	-	81237517	81238703
Fhl5	NM_021318	chr4	-	25127055	25170023
Pglyrp2	NM_021319	chr17	-	32550044	32557920
Ntn4	NM_021320	chr10	+	93103945	93208631
Wdr4	NM_021322	chr17	-	31632568	31649166
Usp29	NM_021323	chr7	+	6683451	6919931
Cd200r1	NM_021325	chr16	+	44765848	44795090
Tnip1	NM_021327	chr11	-	54724288	54776414
Bin3	NM_021328	chr14	+	70499951	70538013
Rangrf	NM_021329	chr11	-	68785988	68787322
Acp1	NM_021330	chr12	-	31578190	31596477
Acp1	NM_001110239	chr12	-	31578190	31596477
G6pc2	NM_021331	chr2	+	69058054	69066045
Glp1r	NM_021332	chr17	+	31038765	31073455
Itgax	NM_021334	chr7	+	135273094	135294171
Snrpb2	NM_021335	chr2	+	142888804	142897788
Snrpa1	NM_021336	chr7	+	73205442	73219470
Skiv2l	NM_021337	chr17	-	34976170	34987143
Rpl35a	NM_021338	chr16	+	33056569	33060274
Cdon	NM_021339	chr9	+	35259660	35315237
Rgr	NM_021340	chr14	-	37850675	37862150
Kcne4	NM_021342	chr1	+	78813523	78816600
Spata5	NM_021343	chr3	+	37319218	37478013
Tesc	NM_021344	chr5	+	118477832	118511879
Ptplad1	NM_021345	chr9	-	64834789	64869486
Zfp318	NM_021346	chr17	+	46520714	46557867
Gsdma1	NM_021347	chr11	+	98525664	98539022
Tnfrsf13b	NM_021349	chr11	+	60954336	60961144
Chml	NM_021350	chr1	-	177612368	177618484
Cryba4	NM_021351	chr5	-	112675552	112681522
Crybb3	NM_021352	chr5	-	113504858	113509735
Slc26a3	NM_021353	chr12	+	32123165	32158584
Drg2	NM_021354	chr11	+	60268076	60282207
Fmod	NM_021355	chr1	+	135934091	135944854
Gab1	NM_021356	chr8	-	83288332	83404418
Htr6	NM_021358	chr4	-	138617323	138630704
Itgb6	NM_021359	chr2	-	60436348	60511718
Neurl	NM_021360	chr19	+	47253309	47333931
Pappa	NM_021362	chr4	+	64785207	65018543
Svs3a	NM_021363	chr2	+	164115018	164117227
Xlr4b	NM_021365	chrX	+	70459703	70467792
Klf13	NM_021366	chr7	-	71036252	71083743
Tslp	NM_021367	chr18	+	32975036	32979446
Chrna6	NM_021369	chr8	-	28513683	28524416
Accn5	NM_021370	chr3	+	81800843	81825155
Caln1	NM_021371	chr5	+	130924661	131316515
Sertad2	NM_021372	chr11	+	20443259	20553026
Rgs20	NM_021374	chr1	-	4900049	5009460
Rhbg	NM_021375	chr3	-	88046795	88058606
Sorcs1	NM_021377	chr19	-	50222150	50753072
Klrc3	NM_021378	chr6	-	129589102	129593306
Il20	NM_021380	chr1	-	132803768	132807873
Prokr1	NM_021381	chr6	-	87528585	87540733
Tacr3	NM_021382	chr3	+	134491970	134597536
Rqcd1	NM_021383	chr1	+	74552891	74577416
Rsad2	NM_021384	chr12	-	27127617	27141296
Rad18	NM_021385	chr6	-	112570798	112646648
Cldn10	NM_021386	chr14	+	119254178	119274699
Vstm2b	NM_021387	chr7	+	48154647	48185338
Extl2	NM_021388	chr3	+	115710435	115731790
Sh3kbp1	NM_021389	chrX	+	156146532	156413849
Sall1	NM_021390	chr8	-	91551142	91568109
Ppp1r1a	NM_021391	chr15	-	103360709	103368436
Ap4m1	NM_021392	chr5	+	138613210	138619913
Cobra1	NM_021393	chr2	-	25055231	25066932
Zbp1	NM_021394	chr2	-	173032115	173044372
Hyou1	NM_021395	chr9	+	44187697	44200452
Pdcd1lg2	NM_021396	chr19	+	29485449	29545649
Zbtb32	NM_021397	chr7	-	31374699	31377961
Slc43a3	NM_021398	chr2	+	84776812	84798666
Bcl11b	NM_021399	chr12	-	109148612	109241624
Bcl11b	NM_001079883	chr12	-	109148612	109241624
2900083I11Rik	NM_021403	chr5	+	136293975	136350642
Cst10	NM_021405	chr2	+	149230984	149236014
Trem1	NM_021406	chr17	+	48371935	48386091
Trem3	NM_021407	chr17	+	48386943	48398207
Ush2a	NM_021408	chr1	+	190086716	190788918
Pard6b	NM_021409	chr2	+	167906784	167924710
Rab37	NM_021411	chr11	+	115015546	115023542
Mmp19	NM_021412	chr10	+	128228028	128236524
Ahcyl2	NM_021414	chr6	+	29718487	29862309
Cacna1h	NM_021415	chr17	-	25511231	25570713
Fam184b	NM_021416	chr5	-	45920943	46030740
AB041550	NM_021418	chr6	+	87680862	87684012
Rnf8	NM_021419	chr17	+	29751830	29778604
Stk4	NM_021420	chr2	+	163899916	163981257
Angel2	NM_021421	chr1	+	192752494	192769617
Dnaja4	NM_021422	chr9	+	54547365	54564119
Shank3	NM_021423	chr15	+	89330287	89388754
Pvrl1	NM_021424	chr9	+	43552658	43615544
Fam181b	NM_021427	chr7	+	100228429	100230231
Dexi	NM_021428	chr16	-	10530299	10543150
Hs1bp3	NM_021429	chr12	+	8320238	8350630
Rilpl1	NM_021430	chr5	-	124943088	124981400
Nudt11	NM_021431	chrX	+	5624624	5631869
Nap1l5	NM_021432	chr6	-	58855226	58857120
Stx6	NM_021433	chr1	+	157005884	157050647
Gpr180	NM_021434	chr14	+	118536357	118563454
Slc35b4	NM_021435	chr6	-	34105878	34126994
Tmeff1	NM_021436	chr4	+	48598050	48676003
1700123O20Rik	NM_021437	chr14	+	55305026	55309578
Fibp	NM_021438	chr19	+	5460693	5464994
Chst11	NM_021439	chr10	+	82448241	82658636
Ddc8	NM_021440	chr11	-	118193673	118203848
Taf1c	NM_021441	chr8	-	122121873	122129093
Mds1	NM_021442	chr3	-	30135490	30408409
Ccl8	NM_021443	chr11	+	81928693	81930297
Cts6	NM_021445	chr13	-	61296507	61304753
0610007P14Rik	NM_021446	chr12	-	87156404	87165498
Trim54	NM_021447	chr5	+	31418984	31439999
Elp2	NM_021448	chr18	+	24762462	24797331
Crbn	NM_021449	chr6	-	106728238	106750055
Crbn	NM_175357	chr6	-	106728238	106750055
Trpm7	NM_021450	chr2	-	126617300	126701869
Pmaip1	NM_021451	chr18	+	66618250	66625212
Kcnmb4	NM_021452	chr10	-	115854923	115910590
Pga5	NM_021453	chr19	-	10743454	10752561
Cdc42ep5	NM_021454	chr7	-	4102861	4116307
Mlxipl	NM_021455	chr5	+	135582782	135613792
Ces1	NM_021456	chr8	-	95826294	95861104
Fzd1	NM_021457	chr5	-	4753838	4758213
Fzd3	NM_021458	chr14	-	65821235	65872267
Isl1	NM_021459	chr13	-	117088477	117099841
Mknk1	NM_021461	chr4	+	115511826	115551853
Mknk2	NM_021462	chr10	-	80128073	80134721
Prps1	NM_021463	chrX	+	136991164	137010678
Ptprt	NM_021464	chr2	-	161353358	162486883
Stag2	NM_021465	chrX	+	39503889	39630352
Tnni1	NM_021467	chr1	+	137695997	137707566
Dysf	NM_021469	chr6	+	83969343	84161036
Rnf32	NM_021470	chr5	+	29524545	29551831
Slco1c1	NM_021471	chr6	+	141473070	141518237
Rnase4	NM_021472	chr14	+	51710870	51725663
Akr1a4	NM_021473	chr4	-	116309114	116324230
Efemp2	NM_021474	chr19	+	5474749	5481853
Adamdec1	NM_021475	chr14	-	69181443	69200129
Cysltr1	NM_021476	chrX	-	103771855	103798801
A2bp1	NM_021477	chr16	+	5885090	7411611
Tulp1	NM_021478	chr17	-	28488463	28502088
Tdh	NM_021480	chr14	-	64111183	64127929
Treh	NM_021481	chr9	+	44481320	44494387
Syngr4	NM_021482	chr7	-	53142214	53152038
Pex5l	NM_021483	chr3	-	32849533	32981951
Rps6kb2	NM_021485	chr19	-	4156976	4163245
Bcmo1	NM_021486	chr8	+	119619764	119657380
Kcne1l	NM_021487	chrX	-	138739295	138740741
Ghrl	NM_021488	chr6	-	113666112	113669874
F12	NM_021489	chr13	-	55519326	55528163
Smpd3	NM_021491	chr8	-	108776447	108861888
Ap3b2	NM_021492	chr7	-	88605284	88638762
4933428G20Rik	NM_021493	chr11	+	97311473	97363714
Dennd5a	NM_021494	chr7	-	117037294	117103924
Pvrl3	NM_021495	chr16	-	46448190	46497080
Pvrl3	NM_021496	chr16	-	46395117	46496887
Pvrl3	NM_021497	chr16	-	46436091	46496887
Pole3	NM_021498	chr4	-	62184834	62186107
Wdr8	NM_021499	chr4	+	153516577	153530927
Maea	NM_021500	chr5	+	33678223	33715943
Pias4	NM_021501	chr10	-	80616715	80630459
Trappc2l	NM_021502	chr8	+	125135588	125139489
Myoz2	NM_021503	chr3	-	122709125	122737867
Ngly1	NM_021504	chr14	+	17081827	17144440
Sh3rf1	NM_021506	chr8	+	63703065	63874869
Sqrdl	NM_021507	chr2	+	122607734	122635287
Myoz1	NM_021508	chr14	-	21468323	21475762
Moxd1	NM_021509	chr10	+	23943388	24022589
Hnrnph1	NM_021510	chr11	+	50191270	50200030
Rrs1	NM_021511	chr1	+	9535518	9537532
Nup160	NM_021512	chr2	+	90517371	90576485
Thap11	NM_021513	chr8	+	108378981	108380850
Pfkm	NM_021514	chr15	+	97942491	97962882
Ak1	NM_021515	chr2	+	32485002	32490572
Mark3	NM_021516	chr12	+	112813181	112894430
Mark3	NM_022801	chr12	+	112813181	112894430
Pdzk1	NM_021517	chr3	+	96634048	96674849
Rab2a	NM_021518	chr4	+	8462834	8534849
Edf1	NM_021519	chr2	+	25413419	25417602
Med12	NM_021521	chrX	+	98469412	98494273
Huwe1	NM_021523	chrX	+	148237794	148369961
Nampt	NM_021524	chr12	+	33505370	33536473
Rcl1	NM_021525	chr19	+	29175910	29218333
Psmd14	NM_021526	chr2	+	61549806	61638433
Chst12	NM_021528	chr5	+	140981572	141001192
Ppp2r3c	NM_021529	chr12	-	56381800	56403987
Slc4a8	NM_021530	chr15	+	100592177	100654402
Carm1	NM_021531	chr9	+	21351337	21393909
Carm1	NM_153141	chr9	+	21351337	21393909
Dact1	NM_021532	chr12	+	72410881	72419881
Pxmp4	NM_021534	chr2	-	154412779	154429409
Smu1	NM_021535	chr4	-	40684150	40704866
Rhot1	NM_021536	chr11	+	80022603	80081409
Stk25	NM_021537	chr1	-	95517327	95532224
Cope	NM_021538	chr8	+	72826677	72836889
Wsb2	NM_021539	chr5	+	117807313	117828598
Rnf130	NM_021540	chr11	+	49838848	49918235
Cryba2	NM_021541	chr1	-	74936517	74939709
Kcnk5	NM_021542	chr14	-	20959279	21000977
Scn5a	NM_021544	chr9	-	119392528	119488134
Naip7	NM_021545	chr13	-	101053069	101087740
Necab3	NM_021546	chr2	-	154370140	154384589
Stard3	NM_021547	chr11	+	98219745	98242412
Arpp19	NM_021548	chr9	+	74885476	74908120
Pnkp	NM_021549	chr7	+	52112550	52118299
C1galt1c1	NM_021550	chrX	-	35983967	35988286
Slc22a17	NM_021551	chr14	-	55525577	55531895
5730427N09Rik	NM_021552	chr13	-	97900973	97907856
Mettl9	NM_021554	chr7	+	128177958	128220349
Brp16	NM_021555	chr15	+	76199358	76201843
Mrps30	NM_021556	chr13	-	119168916	119175980
Rdh11	NM_021557	chr12	-	80276537	80292800
Zfp191	NM_021559	chr18	-	24170767	24179260
Bhlhb5	NM_021560	chr3	+	17954324	17957514
Erbb2ip	NM_021563	chr13	-	104608865	104710594
Erbb2ip	NM_001005868	chr13	-	104608865	104710594
Midn	NM_021565	chr10	+	79611068	79621112
Jph2	NM_021566	chr2	-	163163508	163223686
Pcbp4	NM_021567	chr9	+	106356220	106366338
Pcbp3	NM_021568	chr10	-	76224598	76424610
Chrnd	NM_021600	chr1	+	89087226	89096645
Agrn	NM_021604	chr4	-	155539398	155559244
Nek7	NM_021605	chr1	-	140381290	140516248
Nek6	NM_021606	chr2	+	38367219	38443561
Ncstn	NM_021607	chr1	-	173996228	174012826
Dctn5	NM_021608	chr7	+	129276586	129292558
Ccbp2	NM_021609	chr9	+	121807581	121820182
Gpa33	NM_021610	chr1	+	168060559	168096641
Mylc2pl	NM_021611	chr5	+	137169015	137176964
Cxcl12	NM_021704	chr6	+	117118580	117125087
Ap4s1	NM_021710	chr12	+	52792005	52839926
Slc18a3	NM_021712	chr14	-	33275622	33278036
Myg1	NM_021713	chr15	+	102162201	102168569
Wbp11	NM_021714	chr6	-	136762176	136776654
Chst7	NM_021715	chrX	+	19636695	19674646
Fign	NM_021716	chr2	-	63815417	63936064
Nrip2	NM_021717	chr6	+	128349783	128358269
Ms4a4b	NM_021718	chr19	+	11518047	11538038
Cldn15	NM_021719	chr5	+	137443738	137451710
Donson	NM_021720	chr16	-	91679509	91688987
Il21	NM_021782	chr3	-	37121680	37131540
Sap30	NM_021788	chr8	-	59961521	59966643
Trappc4	NM_021789	chr9	-	44211841	44215616
Cenpk	NM_021790	chr13	+	105019467	105039697
Doc2g	NM_021791	chr19	+	4003384	4007005
Iigp1	NM_021792	chr18	+	60549448	60552283
Tmem8	NM_021793	chr17	+	26250287	26260198
Eed	NM_021876	chr7	-	97103163	97129459
Hr	NM_021877	chr14	+	70953862	70973349
Jarid2	NM_021878	chr13	+	44826271	45016346
Oca2	NM_021879	chr7	+	63495140	63791887
Prkar1a	NM_021880	chr11	+	109512262	109530962
Qk	NM_021881	chr17	-	10403044	10512654
Si	NM_021882	chr10	+	128143313	128157294
Tmod1	NM_021883	chr4	+	46052093	46128904
Tsg101	NM_021884	chr7	-	54144396	54175253
Tub	NM_021885	chr7	+	116154393	116177973
Cenph	NM_021886	chr13	-	101529640	101545792
Il21r	NM_021887	chr7	+	132746990	132777084
Qtrt1	NM_021888	chr9	+	21216279	21224723
Syt9	NM_021889	chr7	+	114514293	114692169
Fads3	NM_021890	chr19	+	10116037	10134161
Fignl1	NM_021891	chr11	-	11700290	11708933
Npvf	NM_021892	chr6	-	50600869	50604392
Cd274	NM_021893	chr19	+	29441944	29462584
Actn4	NM_021895	chr7	-	29678272	29747261
Gucy1a3	NM_021896	chr3	-	81896348	81948995
Trp53inp1	NM_021897	chr4	+	11083594	11101524
Foxj2	NM_021899	chr6	+	122770528	122795379
Tlx1	NM_021901	chr19	+	45225204	45231433
Mapk8ip2	NM_021921	chr15	+	89284517	89292878
Tnfrsf18	NM_021985	chr4	+	155400450	155403000
Tnfrsf18	NM_009400	chr4	+	155400450	155403000
Gnas	NM_022000	chr2	+	174109820	174172243
Fxyd6	NM_022004	chr9	+	45178267	45204242
Fxyd7	NM_022007	chr7	-	31827533	31836473
Flii	NM_022009	chr11	-	60527650	60540691
Gtf2h2	NM_022011	chr13	-	101238539	101262534
Map3k11	NM_022012	chr19	+	5689130	5702864
Fn3k	NM_022014	chr11	+	121296281	121311798
Taf8	NM_022015	chr17	-	47624998	47639236
Impg1	NM_022016	chr9	-	80161136	80359045
Trpv4	NM_022017	chr5	-	115072163	115108396
Fam129a	NM_022018	chr1	+	153418663	153566166
Dusp10	NM_022019	chr1	+	185858345	185899515
Rbp7	NM_022020	chr4	-	148823810	148829077
Cables1	NM_022021	chr18	+	11997696	12104073
Ube4b	NM_022022	chr4	-	148702524	148800689
Gmfb	NM_022023	chr14	-	47427823	47441836
Gmfg	NM_022024	chr7	+	29222501	29231914
Slc5a7	NM_022025	chr17	-	54412914	54436487
Aqp9	NM_022026	chr9	-	70958467	71011096
Syne1	NM_022027	chr10	+	5277477	5326342
Sav1	NM_022028	chr12	-	71065998	71088085
Nrgn	NM_022029	chr9	-	37352077	37360278
Sv2a	NM_022030	chr3	+	95985149	95999103
Hapln2	NM_022031	chr3	-	87825671	87831392
Perp	NM_022032	chr10	+	18564912	18576878
Oxct2a	NM_022033	chr4	-	122999117	123000859
B4galt1	NM_022305	chr4	-	40751634	40801044
Cbfb	NM_022309	chr8	+	107694552	107741886
Hspa5	NM_022310	chr2	+	34627627	34631977
Tcte2	NM_022311	chr17	-	13853442	13898401
Tnr	NM_022312	chr1	+	161453899	161854606
Eral1	NM_022313	chr11	-	77886877	77893814
Smoc2	NM_022315	chr17	+	14416512	14541797
Smoc1	NM_022316	chr12	+	82127783	82287387
Slc28a3	NM_022317	chr13	-	58654668	58712238
Popdc2	NM_022318	chr16	+	38362295	38378302
Clstn2	NM_022319	chr9	-	97344813	97933586
Gpr35	NM_022320	chr1	+	94875479	94882968
Parvg	NM_022321	chr15	+	84155149	84173369
Tnmd	NM_022322	chrX	+	130385546	130400116
Moap1	NM_022323	chr12	-	103979926	103996882
Sdf2l1	NM_022324	chr16	-	17130230	17132433
Ctsz	NM_022325	chr2	-	174252994	174264477
Ctsm	NM_022326	chr13	-	61637803	61643199
Ralb	NM_022327	chr1	-	121366885	121401155
Mllt1	NM_022328	chr17	-	57032033	57074811
Ifrg15	NM_022329	chr1	+	157888023	157900866
Herpud1	NM_022331	chr8	+	96910399	96919258
Foxb1	NM_022378	chr9	-	69605516	69608747
Dgcr14	NM_022408	chr16	-	17900801	17911413
Dgcr14	NM_001081633	chr16	-	17900801	17911413
Zfp296	NM_022409	chr7	+	20163164	20166004
Myh9	NM_022410	chr15	-	77591018	77672545
Slc13a2	NM_022411	chr11	-	78210777	78235687
Trpv6	NM_022413	chr6	-	41570623	41586334
Ngb	NM_022414	chr12	-	88438480	88443489
Ptges	NM_022415	chr2	-	30744990	30758781
Stk32b	NM_022416	chr5	-	37838063	38108302
Itm2c	NM_022417	chr1	+	87791180	87805273
Tmub1	NM_022418	chr5	-	23951280	23953664
Abhd8	NM_022419	chr8	-	73980604	73987563
Gprc5b	NM_022420	chr7	-	126115560	126138688
Gng13	NM_022422	chr17	+	25854143	25856047
Fndc4	NM_022424	chr5	-	31594618	31598250
Gpr88	NM_022427	chr3	-	115952571	115956402
Irx6	NM_022428	chr8	+	95198300	95203979
Ms4a8a	NM_022430	chr19	-	11141960	11155593
Sirt2	NM_022432	chr7	+	29551791	29573684
Sirt2	NM_001122766	chr7	+	29551791	29573684
Sirt2	NM_001122765	chr7	+	29551791	29573684
Sirt3	NM_022433	chr7	-	148049561	148068163
Cyp4f14	NM_022434	chr17	-	33042014	33054023
Sp5	NM_022435	chr2	+	70312979	70315783
Pdlim5	NM_022554	chr3	-	141966022	142054814
Ddr2	NM_022563	chr1	-	171902437	172019075
Ndst4	NM_022565	chr3	+	125107008	125427904
Thop1	NM_022653	chr10	+	80532854	80545303
Lrdd	NM_022654	chr7	-	148624413	148629254
Ireb2	NM_022655	chr9	+	54711573	54757839
Nisch	NM_022656	chr14	-	31984113	32020012
Fgf23	NM_022657	chr6	+	127022919	127031426
Fzd5	NM_022721	chr1	-	64777131	64784322
Fzd5	NM_001042659	chr1	-	64777131	64784322
Dpys	NM_022722	chr15	-	39600030	39689013
Scube1	NM_022723	chr15	-	83433012	83555451
Suv39h2	NM_022724	chr2	-	3373091	3392221
Polr1e	NM_022811	chr4	+	45031505	45046564
Scamp2	NM_022813	chr9	+	57408751	57436605
Svep1	NM_022814	chr4	-	58055667	58219468
Acot10	NM_022816	chr15	-	20594968	20596505
Myl7	NM_022879	chr11	-	5796639	5798860
Slc29a1	NM_022880	chr17	-	45722170	45729342
Rgs18	NM_022881	chr1	-	146599970	146622551
Lpin2	NM_022882	chr17	+	71554015	71597565
Lpin3	NM_022883	chr2	+	160706468	160731528
Bhmt2	NM_022884	chr13	-	94426051	94444257
Slc30a5	NM_022885	chr13	-	101572602	101603398
